name,surname,level
Jill,Williams,expert
Danny,Owens,beginner
Jacob,Brennan,beginner
Emma,Jacobs,intermediate
Kimberly,Murillo,beginner
Jennifer,Davis,expert
Shari,Olsen,expert
Grace,Mack,intermediate
Amy,Ross,expert
Brian,Davis,intermediate
Lindsey,Johnson,beginner
Rickey,Gonzalez,beginner
Samuel,Smith,beginner
Ashley,Gardner,beginner
Jennifer,Mcintosh,expert
Mark,Hill,intermediate
Rebecca,Wyatt,intermediate
Jill,Jimenez,expert
Stephen,Miller,intermediate
James,Andrews,beginner
Ernest,Buck,intermediate
William,Cross,intermediate
Teresa,Rodgers,beginner
Catherine,Downs,beginner
Paige,Rhodes,beginner
Bradley,Martin,intermediate
Aaron,Gomez,expert
Matthew,Graham,expert
Karen,Green,expert
Brandon,Ramirez,expert
Peter,Stevenson,expert
Michael,Elliott,expert
Ruben,Lewis,expert
Antonio,Gregory,beginner
Jonathan,Glass,intermediate
Allen,Castro,beginner
Dawn,Flores,expert
Katherine,Boyer,intermediate
Melissa,Martin,expert
Elizabeth,Smith,intermediate
Tonya,Jensen,intermediate
Sandra,Oliver,intermediate
Stephanie,Savage,expert
Daniel,Russo,expert
Marcus,Johnson,expert
James,Ellis,beginner
Emily,Davis,beginner
Linda,Rojas,beginner
Michelle,Lowe,intermediate
Whitney,Davis,expert
Julie,Miles,intermediate
Kathleen,Hall,expert
Alicia,Doyle,expert
Kenneth,Moore,beginner
Pamela,Dorsey,intermediate
Kristy,Vaughan,expert
Douglas,Wright,intermediate
Erin,Reed,beginner
David,Guerrero,expert
Meghan,Lopez,intermediate
Keith,Walton,beginner
John,Martin,beginner
Joseph,Smith,beginner
Jessica,Johnson,expert
Joshua,Fletcher,beginner
Cody,Duffy,beginner
Dorothy,Brewer,expert
Debbie,Hamilton,intermediate
Brian,Lopez,intermediate
David,Vargas,beginner
Joseph,Cook,intermediate
Bryan,Smith,expert
Janet,Roberts,expert
Adam,Mejia,intermediate
Terry,Lewis,expert
Courtney,Bullock,beginner
Bonnie,Lee,expert
Caroline,Robinson,intermediate
Cristina,Barrett,expert
Jeffrey,Hood,intermediate
Linda,Acosta,expert
Ashley,Schroeder,intermediate
Brandon,Williamson,beginner
Joshua,Taylor,beginner
Joshua,Moreno,expert
Angela,Walker,expert
Jessica,Curry,beginner
Nathan,Massey,expert
Christopher,Taylor,expert
Justin,Daniel,intermediate
Thomas,Wallace,beginner
Kelly,Andrews,intermediate
Shawn,Hansen,intermediate
Gregory,Bradford,expert
Paul,Martinez,beginner
Jessica,Carter,expert
Cody,Estrada,beginner
Michelle,Vaughan,expert
Richard,May,beginner
Valerie,Chan,intermediate
Aaron,Lopez,intermediate
Marc,Hunt,intermediate
John,Hicks,intermediate
Christopher,Gonzales,intermediate
Richard,Hardy,beginner
Thomas,Hoover,expert
Angela,West,expert
Chloe,Anderson,expert
Tiffany,Griffin,intermediate
Justin,Vazquez,expert
Carrie,Myers,intermediate
John,Stanley,beginner
Jennifer,Hunt,beginner
Robert,Myers,expert
William,Boyd,expert
Melissa,Clark,intermediate
Kyle,Gallegos,beginner
Steven,Riley,expert
John,Strickland,beginner
Ryan,Montgomery,beginner
Alexander,Cole,beginner
Christina,Dean,expert
Andrew,Jones,expert
Joshua,Ortiz,expert
Megan,Taylor,expert
Ryan,Clark,beginner
Dean,Allen,beginner
Andrea,Morris,intermediate
Austin,Davis,beginner
Paul,Diaz,beginner
Jessica,Ortiz,beginner
Tiffany,Zavala,expert
Jay,Henry,expert
Douglas,Kelly,beginner
Alicia,Smith,beginner
Brenda,Becker,expert
Kathleen,Castro,intermediate
Jimmy,Tucker,expert
Dillon,Cruz,expert
Steven,May,intermediate
Suzanne,Jacobs,beginner
Crystal,Castillo,beginner
James,Jones,expert
Sherry,White,beginner
Michelle,Sutton,intermediate
Katherine,Stewart,beginner
Shelly,Fisher,expert
Tammy,Payne,intermediate
John,Ryan,intermediate
Brandon,Tate,expert
Albert,Thomas,expert
Sarah,Barnes,beginner
Victor,Rivera,beginner
Julian,Martinez,beginner
Glenda,Mclaughlin,expert
James,Salinas,intermediate
Janice,Ashley,intermediate
Sarah,Ramirez,expert
Veronica,Phillips,expert
Amanda,Stuart,beginner
Robert,Blair,intermediate
Mallory,Patterson,expert
Jeffrey,Conrad,intermediate
Beth,Bond,intermediate
Thomas,Contreras,expert
Bradley,Mullen,intermediate
Dawn,Strickland,expert
Emma,Trevino,expert
Charles,Wilkerson,intermediate
Karen,Martinez,intermediate
Kyle,Chavez,beginner
Edward,Davis,expert
Rachel,Chavez,intermediate
Kimberly,Webb,beginner
Amy,Meadows,expert
Whitney,Reese,expert
Amanda,Douglas,expert
Sara,Mason,intermediate
Abigail,Underwood,expert
William,Ortega,expert
Connie,Lopez,expert
Richard,Cole,intermediate
Logan,Contreras,expert
Steven,Hill,intermediate
Tracey,Vazquez,beginner
Sean,Sherman,intermediate
Shannon,Olsen,intermediate
Ronald,Castro,intermediate
Shelley,Snyder,intermediate
Monica,Miller,expert
Jerry,Cooke,intermediate
Victor,Martin,intermediate
Kayla,Benson,expert
Anthony,Taylor,beginner
Jennifer,Parker,beginner
John,Becker,beginner
Monica,Miller,expert
Matthew,Allison,expert
Kaitlyn,Coleman,expert
Ariana,Dillon,intermediate
Brian,Jackson,expert
Bill,Dickerson,expert
Eric,Stewart,expert
Phillip,Bowman,beginner
David,Gray,beginner
Jessica,Hall,expert
Joseph,Peters,intermediate
Holly,Carter,intermediate
Brandon,Miller,intermediate
Allison,Bell,expert
Jonathan,Harris,beginner
Jay,Kelley,expert
Laurie,Murphy,beginner
Aaron,Meyer,beginner
Rachel,Wilkins,beginner
Brian,Morse,intermediate
Tina,Potter,expert
Theodore,Davis,beginner
Sharon,Shelton,intermediate
Jessica,Pham,intermediate
Michelle,Garcia,beginner
Eric,Bauer,intermediate
Amanda,Campbell,intermediate
Sydney,Wheeler,expert
Lauren,Webb,expert
Jeffrey,Salas,intermediate
Margaret,Nash,intermediate
Barbara,Bell,expert
Kirk,Davis,expert
Jacob,Garcia,beginner
Patrick,Moore,intermediate
Sara,Daniels,beginner
Kara,Sharp,intermediate
Heather,Frank,expert
Tammy,Rojas,intermediate
Timothy,Morrison,expert
Dave,Ball,intermediate
Kimberly,Olson,expert
Margaret,Savage,intermediate
Brian,Garcia,beginner
Amanda,Flores,beginner
Kevin,Lynch,intermediate
Melanie,Smith,intermediate
Jacob,Santiago,intermediate
Aaron,Williams,intermediate
Melissa,Townsend,expert
Melissa,Oneal,beginner
Jodi,Edwards,beginner
Miguel,Gutierrez,expert
Anne,Mason,expert
Lee,Dominguez,expert
Jessica,Meyers,expert
Michelle,Baker,beginner
Sandra,Hernandez,expert
Margaret,Davenport,expert
Wanda,Alexander,beginner
Richard,Diaz,beginner
Jason,Lyons,expert
Jessica,Ochoa,intermediate
Darlene,Cobb,expert
Erica,Jennings,expert
Crystal,Tran,beginner
Brianna,Brown,expert
Alison,Gonzalez,beginner
Monica,Mosley,beginner
Jason,Jones,expert
Vincent,Anderson,expert
Michele,Lambert,expert
Donald,Hernandez,expert
Robert,Parks,expert
Isaiah,Holt,expert
Thomas,Gamble,intermediate
Dorothy,Ball,beginner
Christine,Monroe,intermediate
Theresa,Wall,expert
Mike,Williams,beginner
Patricia,Garcia,beginner
Danielle,Adams,expert
Frank,Sandoval,beginner
Brett,Santiago,beginner
James,Fisher,intermediate
Rachael,Wilson,expert
Amy,Perez,beginner
Jonathon,Johnson,expert
Jessica,Vargas,intermediate
Jacob,Robles,intermediate
Mario,Smith,intermediate
Brandon,Mendoza,beginner
Amber,Stewart,intermediate
William,Dawson,expert
Christian,Harrison,expert
Carolyn,Hall,intermediate
David,Woods,intermediate
Christian,Oconnor,beginner
Michael,Copeland,beginner
Ryan,Landry,beginner
Richard,May,intermediate
Megan,King,intermediate
Tina,Dominguez,beginner
Barry,Massey,beginner
Garrett,Nunez,beginner
Katelyn,Evans,beginner
John,Smith,intermediate
Alyssa,Blankenship,intermediate
Amanda,Robertson,expert
Jessica,Hernandez,expert
Lauren,Russell,expert
Lisa,Shea,intermediate
Laura,Turner,beginner
Aaron,Walters,expert
Donna,Andrews,expert
Mary,Wilkinson,intermediate
Janice,Harrison,intermediate
Mary,Riley,beginner
David,Walker,beginner
John,Lee,beginner
Amy,Thompson,expert
Lindsey,Cunningham,beginner
Tommy,Schwartz,expert
Tanya,Mendoza,expert
Richard,Kane,intermediate
Eric,Baker,expert
Michael,Warren,expert
Ashley,Gardner,beginner
Matthew,Rodriguez,expert
Ashley,King,beginner
Philip,Greer,intermediate
Catherine,Howard,beginner
Matthew,Swanson,intermediate
Destiny,Becker,expert
Sharon,Castillo,intermediate
Abigail,Morgan,expert
Lisa,Robinson,expert
Tony,Hull,expert
Deanna,Carter,expert
Victoria,Richards,expert
Sarah,Jennings,intermediate
Cynthia,Moore,expert
James,Hutchinson,intermediate
Charlotte,Black,beginner
Craig,Martin,expert
Patrick,Barber,intermediate
Shelby,Hurley,expert
Daniel,Shaw,intermediate
Tiffany,Murray,intermediate
Robert,Hall,intermediate
Juan,Taylor,expert
Cindy,Douglas,beginner
Matthew,Zavala,beginner
Daniel,Barry,beginner
Timothy,Johnson,expert
Meagan,Diaz,beginner
Alexa,Hurley,intermediate
Sharon,Martin,intermediate
Sherry,Blankenship,expert
David,Martinez,beginner
Jennifer,Cummings,expert
Jennifer,Baxter,expert
Kristi,Hobbs,beginner
Lori,Chandler,expert
Robert,Lopez,expert
Michael,Gibson,beginner
Christopher,Lawson,expert
James,Hudson,expert
Anna,Daniels,beginner
Sabrina,Moore,intermediate
Michael,Moody,expert
Catherine,Conner,beginner
Christopher,Kemp,expert
Brenda,Russell,beginner
Melinda,Mann,expert
Noah,Rogers,intermediate
James,Mueller,intermediate
David,Williams,expert
Rhonda,Ramirez,expert
Christine,Rodriguez,intermediate
Linda,Carpenter,beginner
Elizabeth,Beck,intermediate
Paula,Powell,beginner
Ronald,Wise,intermediate
Jonathon,Floyd,intermediate
Teresa,Graham,expert
Laura,Vaughan,expert
Samuel,Booker,intermediate
Joseph,Morrow,beginner
Benjamin,Soto,beginner
Donna,Mcmillan,expert
Tracy,Parker,beginner
Monica,Jones,intermediate
Calvin,Riggs,expert
Timothy,Austin,expert
Brenda,Hale,expert
Victoria,Hogan,intermediate
Brittany,Hart,expert
Jeffrey,Edwards,beginner
Jacob,Graham,beginner
Kyle,Torres,intermediate
Billy,Hammond,beginner
Robert,Jones,beginner
Kendra,Palmer,beginner
Katherine,Harris,beginner
Melissa,Hunter,intermediate
Tanya,Patrick,beginner
Michael,Sloan,intermediate
Danny,Mullins,beginner
Scott,Larson,expert
Kimberly,Collins,intermediate
Bruce,Kelley,beginner
Anthony,Smith,expert
Amber,Morse,expert
Gregory,Wilson,expert
Thomas,Tran,intermediate
Rachel,Stevens,expert
Jared,Sampson,beginner
Samantha,Beltran,beginner
Steven,Melendez,beginner
Lori,Adams,expert
Sabrina,Giles,intermediate
Amber,Ritter,beginner
Gregory,Murray,intermediate
Lisa,Gilbert,expert
Andrew,Berry,expert
Stacey,Williamson,intermediate
Robert,Carson,intermediate
Veronica,Garcia,expert
Michael,Burns,expert
Jennifer,Johnson,beginner
Tracey,Sanchez,expert
Timothy,Turner,beginner
Cassie,Harrison,beginner
Carl,Mcmillan,beginner
Kelli,Roberts,beginner
Harry,Hernandez,intermediate
Bryan,Williams,intermediate
Ana,King,beginner
Gordon,Ellis,expert
Heather,Freeman,beginner
Deanna,Massey,expert
Miranda,Garcia,beginner
Kenneth,Miller,intermediate
Jody,Martin,intermediate
Cynthia,Acosta,expert
Jorge,Ochoa,beginner
Nicholas,Bernard,expert
Arthur,Barker,beginner
Dustin,Villegas,intermediate
Matthew,Washington,beginner
Maureen,Young,intermediate
John,Lee,intermediate
Susan,Gonzalez,beginner
Lisa,Mitchell,beginner
Bryan,Barker,expert
Kimberly,Lopez,expert
Jacob,Davis,intermediate
Craig,Mason,expert
Christy,Bryant,beginner
Nicholas,Kim,intermediate
Steven,Mcfarland,beginner
Eddie,Wiggins,intermediate
Elizabeth,Porter,beginner
Christopher,Martin,intermediate
Lisa,Curtis,intermediate
Brianna,Blanchard,intermediate
Taylor,Hall,intermediate
Lisa,Taylor,expert
Frank,Hampton,beginner
James,Alexander,expert
George,Porter,intermediate
Dennis,Perry,beginner
Christopher,Lee,intermediate
Scott,Higgins,beginner
Christopher,Livingston,intermediate
Chelsea,Lewis,intermediate
Amy,Jones,beginner
Colleen,Hernandez,intermediate
Allison,Johnson,beginner
Kelsey,Wilson,beginner
Benjamin,Austin,expert
William,Wright,expert
Alicia,Boyle,beginner
Hannah,Cox,expert
Marcus,Dean,beginner
Timothy,Rodriguez,intermediate
Bernard,Murphy,expert
Kelly,Wright,beginner
Steven,Harvey,expert
Louis,Thompson,expert
Jennifer,Beck,beginner
Mario,Rosales,intermediate
Courtney,Boyd,beginner
Brenda,Robinson,beginner
John,Quinn,expert
Adrian,Wilson,beginner
Alexander,Thompson,intermediate
Jose,Reyes,expert
Bradley,Davis,expert
David,Meyer,beginner
Lisa,Duffy,intermediate
Natasha,Phillips,beginner
Rachael,Bennett,expert
Mark,Houston,expert
Cynthia,Spencer,intermediate
Thomas,Rivera,beginner
Matthew,Rogers,intermediate
Daniel,Dillon,expert
Robert,Savage,beginner
John,Glass,intermediate
Lisa,Wall,beginner
Meghan,Costa,intermediate
Christopher,Hess,intermediate
Mark,Miller,expert
Megan,Smith,expert
Jacob,Mcfarland,intermediate
Jessica,Cantrell,intermediate
Andre,Rose,intermediate
Ashley,Copeland,beginner
Mark,Morris,expert
Natalie,Wallace,expert
Jeffrey,Orr,intermediate
Jennifer,Hanson,beginner
Stacey,Howard,expert
Amber,Church,beginner
Gary,Garcia,beginner
Stephen,Robinson,intermediate
Michael,Taylor,expert
Joshua,Vasquez,beginner
Ashley,Bowers,intermediate
Carrie,Hudson,beginner
Kenneth,Stout,intermediate
Jessica,Harrison,intermediate
Wendy,Armstrong,expert
Angel,Stewart,expert
Kimberly,Montgomery,beginner
Kelly,Barnes,beginner
Andrew,Harris,beginner
Meredith,Edwards,intermediate
Timothy,Lowe,intermediate
Alyssa,Lambert,beginner
Lisa,Shepherd,beginner
Harry,Woods,beginner
Jessica,Soto,intermediate
Brian,Perry,expert
Jonathan,Prince,expert
Bonnie,Erickson,beginner
Alisha,Fernandez,beginner
Deborah,Wilson,beginner
Francisco,Wheeler,beginner
Ethan,Anderson,beginner
Eric,Johnson,intermediate
Nathan,Nunez,beginner
Tammie,Boyd,beginner
Douglas,Lopez,intermediate
Mark,Wade,intermediate
Vickie,Wright,intermediate
Chelsea,Velasquez,intermediate
Michael,Porter,expert
Anthony,Garrett,expert
Kelly,Medina,beginner
Gina,Jackson,intermediate
Bryan,Miller,beginner
John,Williams,intermediate
Paul,Nash,beginner
Ray,Thomas,intermediate
Joe,Arnold,expert
Danielle,Reid,intermediate
Kelly,Avila,beginner
Kevin,Miller,expert
Isaac,Rojas,intermediate
John,Trujillo,intermediate
Leah,Burke,beginner
Jonathan,Edwards,intermediate
Nicholas,Sullivan,expert
Allison,Burgess,beginner
Sharon,Wood,intermediate
Ryan,Larson,beginner
James,Moore,beginner
Savannah,Wu,intermediate
Jason,Lopez,expert
Gabrielle,Stark,intermediate
Brian,Jones,intermediate
Ivan,Kennedy,intermediate
Teresa,Turner,expert
Eric,Velasquez,expert
John,Wyatt,expert
Samuel,Tyler,beginner
Kent,Davis,expert
Brenda,Wilson,beginner
Noah,Burgess,expert
Ashley,Williams,expert
James,Moore,beginner
Jonathan,Burgess,expert
Curtis,Townsend,beginner
Dana,Tapia,intermediate
Tasha,Johnson,expert
Alexis,Chan,expert
John,Newton,intermediate
Angelica,Chan,expert
Dylan,Kim,expert
Kathryn,Davis,intermediate
Kenneth,Gomez,intermediate
Cynthia,Morrison,expert
Rhonda,Flores,expert
Robert,Wilson,expert
Juan,Kim,beginner
Christopher,Becker,intermediate
Alison,Henson,beginner
James,Deleon,intermediate
Jaime,Orozco,beginner
Melissa,Grant,intermediate
Shannon,Zavala,expert
Carl,Mccormick,beginner
Theresa,Skinner,intermediate
Karen,Lindsey,beginner
Steve,Hernandez,intermediate
Lisa,Scott,beginner
Lisa,Bernard,beginner
Jason,Proctor,beginner
Nicole,Austin,expert
Renee,Perry,expert
Robert,Hernandez,intermediate
Heather,Miller,expert
Cory,Webb,expert
Bobby,Moss,expert
Albert,Smith,beginner
Angela,Walker,intermediate
Chad,Holt,beginner
Jeremy,Mclaughlin,expert
Erika,Martinez,expert
Ryan,Rodriguez,intermediate
Nicole,Nelson,expert
Paula,Herman,beginner
Molly,Swanson,expert
Brian,Hutchinson,expert
Lisa,Wright,expert
Christopher,Carpenter,beginner
Deborah,Barnes,intermediate
Sherri,Parsons,expert
Jonathan,Wong,intermediate
Evan,Larson,intermediate
David,Lee,expert
Sean,Barton,beginner
Adam,Coleman,beginner
Gerald,Hodge,expert
Jennifer,Jensen,expert
Wesley,Miller,beginner
Alice,Young,expert
Erin,Vazquez,expert
Lucas,Davis,beginner
Regina,York,expert
Jeffrey,Lester,beginner
Douglas,Villarreal,expert
Jennifer,Roman,expert
James,Bennett,intermediate
Barbara,Nash,expert
Sylvia,Miller,intermediate
Kara,Atkinson,intermediate
Edward,Mitchell,expert
Jenna,Lane,intermediate
Danielle,Brown,beginner
Andrea,Banks,expert
Samuel,Singleton,intermediate
Tracy,Huerta,intermediate
Robert,Campbell,beginner
Charles,Payne,intermediate
Deanna,West,intermediate
Donald,Woodward,expert
Amanda,Hubbard,beginner
Jessica,Pena,expert
Michael,Berry,beginner
Daniel,Gonzalez,intermediate
Margaret,Nelson,expert
Michael,Navarro,intermediate
Ian,Woods,expert
Jared,Rojas,intermediate
Isabella,Brown,beginner
James,Hernandez,beginner
Samantha,Torres,intermediate
Christina,Bailey,beginner
Brianna,Burns,expert
Robert,Gibbs,intermediate
Richard,Fleming,expert
Patricia,Fox,expert
Dakota,Jackson,expert
Kim,Strickland,expert
Kevin,Hill,expert
Vincent,Smith,beginner
Stuart,Anderson,expert
James,Perez,beginner
Sean,Lewis,intermediate
Karen,Todd,intermediate
Jonathan,Sims,beginner
Jonathan,Campbell,beginner
Nicole,Bean,intermediate
Jenna,Johnson,intermediate
Kayla,Bradley,expert
Kelly,Valdez,beginner
Jose,Martinez,intermediate
Sarah,Stone,intermediate
Jeffrey,Obrien,intermediate
David,Mccann,expert
Raymond,Schneider,expert
Joshua,Wilson,beginner
Jose,Davis,expert
Tracey,Burke,intermediate
Richard,Beasley,intermediate
Sara,Pearson,expert
Cameron,Wells,expert
Timothy,Perry,intermediate
Rebecca,Jackson,expert
Sarah,Knapp,beginner
Krystal,Hernandez,expert
Julia,Maynard,expert
Kimberly,Luna,beginner
Ellen,Harris,intermediate
Benjamin,Roberts,expert
Jeremiah,Mitchell,expert
Jason,Warren,expert
Charles,Sandoval,beginner
Megan,Blake,beginner
Carolyn,Taylor,beginner
Bruce,Mckee,beginner
Jose,Simpson,expert
Jason,Moody,intermediate
Natalie,Martinez,beginner
Nicole,Nash,intermediate
Jeffrey,Clark,intermediate
Laura,Greene,intermediate
Dawn,Harrison,expert
Bob,Dodson,intermediate
Rebecca,Trevino,beginner
Jason,Smith,intermediate
Julia,Shannon,intermediate
Ronald,Frazier,intermediate
Anthony,Snyder,expert
Lawrence,Johnson,expert
Stephanie,Smith,intermediate
Cody,Randolph,intermediate
Gabriel,Flowers,beginner
Yolanda,Ryan,intermediate
Michael,Johnson,beginner
Andrew,Ramirez,beginner
Reginald,Ellis,intermediate
Ronald,Jones,intermediate
Jacob,Anderson,beginner
Laura,Moore,expert
Joan,Stanley,intermediate
Mark,Berg,beginner
Shawn,Ross,intermediate
Gail,Khan,expert
Emma,Gomez,expert
Karen,Rodriguez,beginner
Veronica,Gray,intermediate
Matthew,Gutierrez,intermediate
Shane,Richardson,beginner
Laura,Cain,intermediate
Jennifer,Bowman,intermediate
Bradley,Smith,beginner
Leslie,Ho,beginner
Janet,Hill,expert
Amber,Skinner,intermediate
Christopher,Bartlett,beginner
James,Gordon,intermediate
Gail,Vargas,beginner
Sean,Davis,intermediate
Mark,Christian,expert
Matthew,Ayala,intermediate
Michael,Nelson,expert
